Date,Close,Actual,Future_Return,Prediction,HOLD_Probability,BUY_Probability,SELL_Probability,Regime
2025-07-16,25212.05078125,0,-0.003990217351728331,0,0.6859567,0.12966712,0.18437615,2
2025-07-17,25111.44921875,2,-0.0056965580472427835,0,0.74693805,0.13126619,0.12179578,2
2025-07-18,24968.400390625,0,0.004898144302865282,0,0.45061284,0.24881782,0.30056933,2
2025-07-21,25090.69921875,0,-0.0011876443882732346,0,0.8160142,0.10128106,0.08270471,2
2025-07-22,25060.900390625,1,0.006344544590244583,0,0.6669767,0.24364501,0.0893783,2
2025-07-23,25219.900390625,2,-0.006256994627491075,0,0.65964985,0.24332996,0.09702022,2
2025-07-24,25062.099609375,2,-0.008981674037030651,0,0.47004908,0.43144524,0.09850563,2
2025-07-25,24837.0,2,-0.006284962329387578,0,0.37473407,0.29414412,0.33112186,2
2025-07-28,24680.900390625,1,0.005680474234370125,0,0.52331257,0.17878336,0.29790407,2
2025-07-29,24821.099609375,0,0.001367835124523431,0,0.56562084,0.19254069,0.24183849,2
2025-07-30,24855.05078125,0,-0.0034882717656889994,0,0.5262184,0.21616088,0.25762066,2
2025-07-31,24768.349609375,2,-0.008195943742782208,1,0.24938439,0.64380217,0.10681345,2
2025-08-01,24565.349609375,1,0.006407415043054421,2,0.31586194,0.29645035,0.38768774,2
2025-08-04,24722.75,0,-0.0029608040671041946,0,0.6154652,0.2635129,0.1210219,2
2025-08-05,24649.55078125,0,-0.003056914228121266,0,0.5578313,0.20866072,0.233508,2
2025-08-06,24574.19921875,0,0.0008932609229541644,0,0.61724913,0.12849207,0.2542588,2
2025-08-07,24596.150390625,2,-0.009466912735407229,1,0.34835526,0.5913379,0.060306787,2
